Ticker,Peso (%)
WALMEX*,11.35
AMXL,11.35
GMEXICOB,9.88
FEMSAUBD,9.86
GFNORTEO,9.55
CEMEXCPO,8.24
TLEVISACPO,4.3
ELEKTRA*,3
GAPB,2.58
ASURB,2.31
ORBIA*,1.93
BIMBOA,1.92
KOFUBL,1.68
KIMBERA,1.67
AC*,1.62
GRUMAB,1.56
OMAB,1.46
GFINBURO,1.37
ALFAA,1.34
IENOVA*,1.28
PINFRA*,1.11
PE&OLES*,1.09
CUERVO*,0.9
VESTA*,0.89
GCARSOA1,0.88
GCC*,0.79
BBAJIOO,0.78
MEGACPO,0.75
BOLSAA,0.72
Q*,0.65
SITESB.1,0.6
LIVEPOLC.1,0.57
ALSEA*,0.56
MXN,0.53
LABB,0.52
RA,0.43
 ,
