Ticker,Peso (%)
AMXL,14.46
FEMSAUBD,11.81
WALMEX*,11.16
GFNORTEO,10.43
GMEXICOB,5.92
CEMEXCPO,3.83
TLEVISACPO,3.72
GAPB,3.21
ELEKTRA*,3.09
ASURB,2.62
KOFUBL,2.28
KIMBERA,2.1
AC*,1.9
GFINBURO,1.84
IENOVA*,1.78
OMAB,1.78
BIMBOA,1.75
PINFRA*,1.69
GRUMAB,1.69
ORBIA*,1.55
ALFAA,1.43
GCARSOA1,0.98
BBAJIOO,0.88
PE&OLES*,0.87
ALSEA*,0.8
MEGACPO,0.79
GENTERA*,0.77
BOLSAA,0.74
LIVEPOLC.1,0.72
GCC*,0.63
CUERVO*,0.61
LABB,0.59
BSMXB,0.57
RA,0.47
MXN,0.3
ALPEKA,0.2
 ,
