Ticker,Peso (%)
AMXL,13.32
WALMEX*,11.36
GFNORTEO,10.13
FEMSAUBD,9.25
GMEXICOB,8.41
CEMEXCPO,5.8
ELEKTRA*,3.07
GAPB,3.06
TLEVISACPO,2.97
BIMBOA,2.52
ASURB,2.14
GRUMAB,2.1
KIMBERA,1.95
KOFUBL,1.85
PE&OLES*,1.82
AC*,1.78
ALFAA,1.74
ORBIA*,1.65
IENOVA*,1.57
GFINBURO,1.49
OMAB,1.44
PINFRA*,1.27
CUERVO*,1.07
BOLSAA,0.9
MEGACPO,0.88
VESTA*,0.84
SITESB.1,0.79
GCARSOA1,0.78
GCC*,0.76
Q*,0.64
LABB,0.62
BBAJIOO,0.55
LIVEPOLC.1,0.49
ALSEA*,0.4
MXN,0.36
GENTERA*,0.23
 ,
