Ticker,Peso (%)
AMXL,14.91
WALMEX*,11.69
GFNORTEO,9.92
GMEXICOB,9.6
FEMSAUBD,8.59
CEMEXCPO,4.45
GAPB,3.25
TLEVISACPO,3.23
BIMBOA,3.03
ASURB,2.68
GFINBURO,2.61
ELEKTRA*,2.15
KOFUBL,1.96
AC*,1.8
ORBIA*,1.62
GRUMAB,1.46
ALFAA,1.41
KIMBERA,1.38
OMAB,1.23
BBAJIOO,1.19
GCARSOA1,1.16
MXN,1.1
PE&OLES*,0.9
PINFRA*,0.9
VESTA*,0.84
VOLARA,0.79
SITES1A-1,0.76
CUERVO*,0.76
GCC*,0.69
ALSEA*,0.67
LIVEPOLC.1,0.65
Q*,0.64
BOLSAA,0.54
MEGACPO,0.53
LABB,0.47
RA,0.46
 ,
