Ticker,Peso (%)
AMXL,15.31
WALMEX*,11.91
GFNORTEO,10.08
FEMSAUBD,9.04
GMEXICOB,8.59
CEMEXCPO,6.54
GAPB,3.03
TLEVISACPO,3.01
BIMBOA,2.87
ELEKTRA*,2.8
ASURB,2.57
KOFUBL,1.81
AC*,1.71
ORBIA*,1.63
GRUMAB,1.62
GFINBURO,1.58
ALFAA,1.37
KIMBERA,1.37
OMAB,1.17
PINFRA*,1.03
GCARSOA1,0.92
VOLARA,0.92
PE&OLES*,0.9
BBAJIOO,0.88
CUERVO*,0.86
VESTA*,0.84
GCC*,0.78
Q*,0.65
MEGACPO,0.64
SITESB.1,0.6
ALSEA*,0.59
BOLSAA,0.57
LIVEPOLC.1,0.54
LABB,0.49
RA,0.42
MXN,0.37
 ,
