Ticker,Peso (%)
AMXL,14.38
WALMEX*,11.21
FEMSAUBD,10.07
GFNORTEO,10.06
GMEXICOB,9.25
CEMEXCPO,7.74
TLEVISACPO,4.15
ELEKTRA*,2.89
GAPB,2.64
ASURB,2.23
BIMBOA,2.19
KOFUBL,1.89
ORBIA*,1.79
AC*,1.77
KIMBERA,1.55
GRUMAB,1.48
GFINBURO,1.27
ALFAA,1.22
PE&OLES*,1.09
OMAB,1.05
PINFRA*,0.97
GCARSOA1,0.96
CUERVO*,0.87
BBAJIOO,0.85
GCC*,0.81
VESTA*,0.76
MEGACPO,0.65
ALSEA*,0.61
BOLSAA,0.61
LIVEPOLC.1,0.54
SITESB.1,0.53
Q*,0.51
MXN,0.5
RA,0.48
LABB,0.45
 ,
