Ticker,Peso (%)
AMXL,13.74
WALMEX*,11.8
FEMSAUBD,10.5
GMEXICOB,8.27
GFNORTEO,8.23
CEMEXCPO,4.71
ELEKTRA*,3.1
TLEVISACPO,3.03
GAPB,2.84
BIMBOA,2.62
GRUMAB,2.49
ASURB,2.22
KIMBERA,2.2
KOFUBL,2.14
PE&OLES*,2
AC*,1.95
ALFAA,1.75
PINFRA*,1.59
ORBIA*,1.57
GFINBURO,1.55
OMAB,1.53
IENOVA*,1.48
CUERVO*,0.95
BOLSAA,0.91
GCARSOA1,0.87
MEGACPO,0.83
VESTA*,0.81
LABB,0.76
Q*,0.7
BBAJIOO,0.55
ALSEA*,0.5
LIVEPOLC.1,0.5
MXN,0.37
BSMXB,0.35
GENTERA*,0.33
RA,0.26
 ,
