Ticker,Peso (%)
AMXL,14.94
WALMEX*,12.88
GFNORTEO,9.79
GMEXICOB,8.65
FEMSAUBD,8.04
CEMEXCPO,4.29
BIMBOA,3.65
GAPB,3.29
TLEVISACPO,2.8
GFINBURO,2.63
ASURB,2.6
ELEKTRA*,2.41
KOFUBL,2.23
AC*,2.06
GRUMAB,1.69
ORBIA*,1.49
KIMBERA,1.47
ALFAA,1.42
BBAJIOO,1.28
GCARSOA1,1.23
OMAB,1.16
PINFRA*,1.06
VESTA*,0.91
PE&OLES*,0.87
CUERVO*,0.86
SITES1A-1,0.75
GCC*,0.69
ALSEA*,0.68
LIVEPOLC.1,0.62
BOLSAA,0.61
Q*,0.6
VOLARA,0.57
RA,0.49
LABB,0.49
MEGACPO,0.49
MXN,0.28
 ,
