Ticker,Peso (%)
AMXL,11.58
WALMEX*,10.83
GFNORTEO,10.37
FEMSAUBD,10.27
GMEXICOB,9.84
CEMEXCPO,8.37
TLEVISACPO,4.74
ELEKTRA*,3.1
GAPB,2.54
ASURB,2.41
BIMBOA,2.01
KOFUBL,1.82
ORBIA*,1.73
AC*,1.68
KIMBERA,1.64
GRUMAB,1.53
OMAB,1.47
GFINBURO,1.38
ALFAA,1.38
PE&OLES*,1.11
PINFRA*,1.1
CUERVO*,0.94
GCARSOA1,0.93
GCC*,0.86
BBAJIOO,0.84
VESTA*,0.84
MEGACPO,0.7
BOLSAA,0.68
ALSEA*,0.59
LIVEPOLC.1,0.58
SITESB.1,0.56
Q*,0.53
LABB,0.51
RA,0.48
MXN,0.1
 ,
