Ticker,Peso (%)
AMXL,14.42
WALMEX*,11.69
FEMSAUBD,11.22
GFNORTEO,8.66
GMEXICOB,7.93
CEMEXCPO,4.56
ELEKTRA*,3.07
TLEVISACPO,2.78
BIMBOA,2.59
GRUMAB,2.51
GAPB,2.46
KIMBERA,2.27
AC*,2.14
KOFUBL,2.13
ASURB,1.98
PE&OLES*,1.81
PINFRA*,1.59
ORBIA*,1.57
GFINBURO,1.54
IENOVA*,1.52
ALFAA,1.5
OMAB,1.39
CUERVO*,1.01
GCARSOA1,0.89
BOLSAA,0.88
MEGACPO,0.87
VESTA*,0.82
LABB,0.77
Q*,0.73
BBAJIOO,0.54
ALSEA*,0.48
LIVEPOLC.1,0.48
BSMXB,0.36
GENTERA*,0.35
RA,0.28
MXN,0.22
 ,
