Ticker,Peso (%)
AMXL,15.28
WALMEX*,13.17
FEMSAUBD,12.99
GMEXICOB,7.36
GFNORTEO,7.25
ELEKTRA*,3.62
CEMEXCPO,3.44
TLEVISACPO,2.91
GAPB,2.54
BIMBOA,2.36
GRUMAB,2.3
KOFUBL,2.29
ASURB,2.19
KIMBERA,2.16
AC*,1.84
IENOVA*,1.74
PINFRA*,1.66
GFINBURO,1.42
OMAB,1.35
ORBIA*,1.29
ALFAA,1.26
PE&OLES*,1.03
GCARSOA1,0.99
BOLSAA,0.87
CUERVO*,0.85
VESTA*,0.83
Q*,0.81
MEGACPO,0.81
LABB,0.65
BBAJIOO,0.61
LIVEPOLC.1,0.54
ALSEA*,0.45
GENTERA*,0.44
BSMXB,0.34
RA,0.29
MXN,0.1
 ,
