Ticker,Peso (%)
AMXL,13.96
WALMEX*,12.14
GMEXICOB,10.85
GFNORTEO,10.73
FEMSAUBD,8.89
CEMEXCPO,4.74
TLEVISACPO,3.46
GAPB,3.27
BIMBOA,2.6
ASURB,2.56
GFINBURO,2.51
ELEKTRA*,2.21
KOFUBL,1.68
AC*,1.68
ORBIA*,1.48
GRUMAB,1.44
ALFAA,1.3
BBAJIOO,1.24
OMAB,1.19
KIMBERA,1.17
GCARSOA1,0.98
PINFRA*,0.96
PE&OLES*,0.91
VOLARA,0.86
CUERVO*,0.77
ALSEA*,0.73
VESTA*,0.73
SITES1A-1,0.68
Q*,0.68
GCC*,0.67
LIVEPOLC.1,0.59
BOLSAA,0.58
RA,0.52
MEGACPO,0.52
LABB,0.48
MXN,0.18
USD,0.07
 ,
