Ticker,Peso (%)
AMXL,14.63
WALMEX*,11.36
GFNORTEO,10.4
FEMSAUBD,9.78
GMEXICOB,8.85
CEMEXCPO,6.13
TLEVISACPO,3.24
GAPB,3.03
BIMBOA,2.98
ASURB,2.56
ELEKTRA*,2.56
KOFUBL,1.88
GFINBURO,1.81
AC*,1.69
GRUMAB,1.63
ORBIA*,1.54
KIMBERA,1.41
ALFAA,1.39
OMAB,1.19
PINFRA*,1.01
BBAJIOO,0.94
VOLARA,0.93
PE&OLES*,0.87
CUERVO*,0.83
GCARSOA1,0.83
VESTA*,0.8
GCC*,0.77
Q*,0.69
ALSEA*,0.66
SITESB.1,0.64
MEGACPO,0.61
LIVEPOLC.1,0.61
BOLSAA,0.53
LABB,0.47
RA,0.47
MXN,0.26
 ,
