Ticker,Peso (%)
AMXL,12.29
WALMEX*,11.14
GMEXICOB,10.57
FEMSAUBD,9.79
GFNORTEO,9.39
CEMEXCPO,6.71
GAPB,3.08
ELEKTRA*,3.05
TLEVISACPO,2.96
ASURB,2.43
BIMBOA,2.04
KIMBERA,1.91
GRUMAB,1.79
KOFUBL,1.76
ORBIA*,1.68
OMAB,1.57
AC*,1.55
GFINBURO,1.49
PE&OLES*,1.43
ALFAA,1.36
IENOVA*,1.23
PINFRA*,1.21
CUERVO*,0.9
GCARSOA1,0.88
MEGACPO,0.84
BOLSAA,0.82
VESTA*,0.82
GCC*,0.8
SITESB.1,0.72
Q*,0.7
BBAJIOO,0.67
LABB,0.6
LIVEPOLC.1,0.49
ALSEA*,0.44
GENTERA*,0.32
MXN,0.31
NMKA,0.28
 ,
