Ticker,Peso (%)
AMXL,13.06
WALMEX*,12.19
GFNORTEO,10.49
GMEXICOB,10.11
FEMSAUBD,9.37
CEMEXCPO,4.92
TLEVISACPO,3.43
GAPB,3.2
BIMBOA,2.88
ASURB,2.69
ELEKTRA*,2.42
GFINBURO,2.15
KOFUBL,1.83
AC*,1.77
GRUMAB,1.71
ORBIA*,1.63
ALFAA,1.4
KIMBERA,1.27
OMAB,1.26
BBAJIOO,1.19
PINFRA*,1.03
VOLARA,0.97
PE&OLES*,0.97
GCARSOA1,0.87
CUERVO*,0.86
VESTA*,0.75
Q*,0.71
ALSEA*,0.69
GCC*,0.66
SITESB.1,0.65
LIVEPOLC.1,0.61
BOLSAA,0.57
MEGACPO,0.55
RA,0.48
LABB,0.43
MXN,0.23
 ,
