Ticker,Peso (%)
AMXL,14.91
WALMEX*,12.11
FEMSAUBD,11.48
GFNORTEO,8.47
GMEXICOB,7.39
CEMEXCPO,4.25
ELEKTRA*,3.19
GAPB,2.7
TLEVISACPO,2.65
BIMBOA,2.44
GRUMAB,2.33
KOFUBL,2.29
ASURB,2.25
KIMBERA,2.2
AC*,1.93
OMAB,1.59
PINFRA*,1.58
ALFAA,1.58
GFINBURO,1.51
IENOVA*,1.5
ORBIA*,1.49
PE&OLES*,1.25
CUERVO*,0.98
GCARSOA1,0.89
MEGACPO,0.87
BOLSAA,0.83
VESTA*,0.82
LABB,0.76
Q*,0.72
BBAJIOO,0.6
ALSEA*,0.49
GENTERA*,0.49
LIVEPOLC.1,0.48
BSMXB,0.41
RA,0.29
MXN,0.29
 ,
