Ticker,Peso (%)
AMXL,11.59
GMEXICOB,11.51
WALMEX*,10.97
FEMSAUBD,9.66
GFNORTEO,9.35
CEMEXCPO,7.66
GAPB,3.04
ELEKTRA*,2.94
TLEVISACPO,2.86
ASURB,2.83
BIMBOA,2
ORBIA*,1.79
GRUMAB,1.75
KIMBERA,1.71
KOFUBL,1.67
AC*,1.52
OMAB,1.52
GFINBURO,1.48
PE&OLES*,1.28
PINFRA*,1.17
ALFAA,1.16
IENOVA*,1.15
CUERVO*,0.86
GCARSOA1,0.85
VESTA*,0.81
MEGACPO,0.78
GCC*,0.77
BOLSAA,0.74
Q*,0.72
BBAJIOO,0.62
SITESB.1,0.62
LABB,0.57
ALSEA*,0.46
LIVEPOLC.1,0.45
MXN,0.42
GENTERA*,0.4
NMKA,0.3
 ,
