Ticker,Peso (%)
AMXL,14.14
WALMEX*,11.61
FEMSAUBD,10.01
GFNORTEO,8.11
GMEXICOB,7.76
CEMEXCPO,5.48
GAPB,3.04
ELEKTRA*,3.02
TLEVISACPO,2.99
BIMBOA,2.51
GRUMAB,2.25
ASURB,2.21
KIMBERA,2.14
KOFUBL,2.05
PE&OLES*,1.9
AC*,1.83
ORBIA*,1.69
ALFAA,1.66
GFINBURO,1.62
OMAB,1.51
IENOVA*,1.45
PINFRA*,1.41
CUERVO*,1.07
BOLSAA,1.03
GCARSOA1,0.89
MEGACPO,0.82
VESTA*,0.81
SITESB.1,0.79
GCC*,0.72
LABB,0.71
Q*,0.63
LIVEPOLC.1,0.54
BBAJIOO,0.51
ALSEA*,0.46
MXN,0.35
GENTERA*,0.29
 ,
