Ticker,Peso (%)
AMXL,13.7
FEMSAUBD,11.85
GFNORTEO,10.64
WALMEX*,10.39
GMEXICOB,6.03
CEMEXCPO,4.3
TLEVISACPO,3.96
GAPB,3.29
ELEKTRA*,3.02
ASURB,2.75
KOFUBL,2.26
KIMBERA,2.06
BIMBOA,1.87
OMAB,1.85
AC*,1.77
GFINBURO,1.76
IENOVA*,1.73
PINFRA*,1.68
GRUMAB,1.68
ORBIA*,1.67
ALFAA,1.51
GCARSOA1,1.16
PE&OLES*,0.91
ALSEA*,0.86
BBAJIOO,0.83
GENTERA*,0.81
MEGACPO,0.79
LIVEPOLC.1,0.74
BOLSAA,0.72
CUERVO*,0.67
LABB,0.62
GCC*,0.59
BSMXB,0.57
RA,0.44
MXN,0.27
ALPEKA,0.25
 ,
