Ticker,Peso (%)
AMXL,14.34
WALMEX*,11.2
GFNORTEO,10.31
FEMSAUBD,9.19
GMEXICOB,9.17
CEMEXCPO,6.61
TLEVISACPO,3.29
GAPB,2.84
BIMBOA,2.72
ELEKTRA*,2.68
ASURB,2.54
AC*,1.82
KOFUBL,1.82
GRUMAB,1.73
ORBIA*,1.65
KIMBERA,1.57
ALFAA,1.48
GFINBURO,1.44
OMAB,1.1
PE&OLES*,1.06
PINFRA*,1.01
MXN,0.97
GCARSOA1,0.92
BBAJIOO,0.91
CUERVO*,0.87
VOLARA,0.85
VESTA*,0.79
GCC*,0.78
Q*,0.63
ALSEA*,0.61
MEGACPO,0.58
SITESB.1,0.58
BOLSAA,0.56
LIVEPOLC.1,0.53
LABB,0.44
RA,0.43
 ,
